"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","7159","Успешная авторизация и проверка данных профиля","Авторизация и профиль пользователя","Sat Dec 13 20:47:24 UTC 2025","failed","Sat Dec 13 20:47:31 UTC 2025","","","",""
