"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","60275","Успешная авторизация и проверка данных профиля","Авторизация и профиль пользователя","Sat Dec 13 20:51:06 UTC 2025","broken","Sat Dec 13 20:52:06 UTC 2025","","","",""
