"BROKEN","EPIC","FAILED","FEATURE","PASSED","SKIPPED","STORY","UNKNOWN"
"0","Authentication","3","User Login","0","0","Successful Login","0"
"0","Favorites","1","User favorites","0","0","Successful adding to favorites","0"
