"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6655","Успешная авторизация и проверка данных профиля","Авторизация и профиль пользователя","Sat Dec 13 20:57:10 UTC 2025","failed","Sat Dec 13 20:57:17 UTC 2025","","","",""
